geneID	UnTrt_1	UnTrt_2	UnTrt_3	EtOH6H_1	EtOH6H_2	EtOH6H_3	ET24H_1	ET24H_2	ET24H_3
ENSMUSG00000002289	244	342	232	752	973	895	817	810	853
ENSMUSG00000002297	166	391	189	192	204	272	278	275	243
ENSMUSG00000002307	638	580	555	473	588	711	628	673	637
ENSMUSG00000002308	481	374	410	397	441	543	415	452	433
ENSMUSG00000002319	2604	2392	2326	1850	2089	2469	2381	2519	2513
ENSMUSG00000002320	1270	1443	1358	1081	1172	1523	1307	1421	1480
ENSMUSG00000002324	1	0	0	0	2	0	0	0	1
ENSMUSG00000002325	152	169	123	199	210	287	206	253	225
ENSMUSG00000002326	309	436	320	343	354	495	427	430	403
ENSMUSG00000002329	322	223	292	148	172	174	150	198	223
ENSMUSG00000002332	941	949	948	883	917	1099	1089	997	1024
ENSMUSG00000002341	1	0	1	0	2	0	1	1	1
ENSMUSG00000002342	1308	1232	1271	1089	1076	1409	1243	1254	1323
ENSMUSG00000002343	428	466	410	295	375	492	421	466	407
ENSMUSG00000002345	323	360	294	298	296	382	293	356	348
ENSMUSG00000002346	159	135	151	106	111	140	123	137	137
ENSMUSG00000002365	2118	2176	2252	1742	1989	2248	1860	1941	1840
ENSMUSG00000002372	1391	1446	1401	1139	1195	1539	1423	1552	1539
ENSMUSG00000002379	918	1016	921	809	840	1131	1065	1077	976
ENSMUSG00000002384	7	4	4	1	1	1	3	1	0
ENSMUSG00000002393	623	698	688	461	557	651	509	559	632
ENSMUSG00000002395	893	1013	861	1094	1180	1381	1105	1398	1319
ENSMUSG00000002396	359	388	303	320	399	469	395	362	389
ENSMUSG00000002409	369	378	407	332	360	472	415	407	455
ENSMUSG00000002413	813	817	714	649	690	866	802	776	787
ENSMUSG00000002416	87	75	71	51	47	59	71	85	71
ENSMUSG00000002428	278	344	292	485	568	730	650	528	529
ENSMUSG00000002455	2310	2480	2199	2366	2642	3257	2725	2815	2808
ENSMUSG00000002458	320	349	301	284	337	400	291	317	350
ENSMUSG00000002459	99	115	75	182	169	218	192	178	166
ENSMUSG00000002475	22	19	18	3	11	10	2	5	6
ENSMUSG00000002477	460	448	393	362	323	465	491	517	457
ENSMUSG00000002486	254	260	249	204	235	286	199	246	254
ENSMUSG00000002489	872	1025	858	269	312	350	273	281	306
ENSMUSG00000002496	1721	1802	1744	2085	2249	2812	2480	2534	2467
ENSMUSG00000002500	0	0	1	1	0	2	4	2	3
ENSMUSG00000002504	287	299	271	346	365	417	341	377	355
ENSMUSG00000002524	3216	3553	3197	2666	2885	3593	3652	3777	3784
ENSMUSG00000002546	3612	4055	3736	3019	3286	4087	3721	3913	3859
ENSMUSG00000002550	716	682	664	546	626	728	628	620	618
ENSMUSG00000002565	0	0	0	0	0	0	0	0	0
ENSMUSG00000002578	2	1	0	0	3	1	1	2	4
ENSMUSG00000002580	45	41	43	36	44	67	49	56	59
ENSMUSG00000002588	0	0	0	0	0	0	0	0	0
ENSMUSG00000002602	8009	9534	8363	7473	8047	9230	9563	10247	10201
ENSMUSG00000002603	1556	1755	1557	1580	1865	2256	1891	2019	1959
ENSMUSG00000002608	955	1107	983	1074	1079	1350	1235	1312	1409
ENSMUSG00000002617	109	119	75	92	131	133	104	130	114
ENSMUSG00000002625	429	375	369	584	680	783	594	661	669
ENSMUSG00000002633	0	0	0	0	0	0	0	0	0
ENSMUSG00000002635	255	320	291	276	343	374	349	440	400
ENSMUSG00000002658	1702	1836	1556	1595	1676	2155	2044	2304	2248
ENSMUSG00000002660	679	802	660	645	666	868	804	868	862
ENSMUSG00000002661	163	161	134	162	197	251	237	300	251
ENSMUSG00000002664	3	1	3	5	2	7	3	4	8
ENSMUSG00000002668	0	0	0	1	0	0	1	0	0
ENSMUSG00000002679	282	324	323	289	329	352	319	344	332
ENSMUSG00000002688	19	33	24	43	54	71	81	69	68
ENSMUSG00000002699	0	0	0	0	0	0	0	0	0
ENSMUSG00000002718	1679	1556	1515	1286	1409	1542	1687	1558	1442
ENSMUSG00000002728	558	606	529	531	582	660	688	695	711
ENSMUSG00000002731	349	332	306	330	415	424	365	385	359
ENSMUSG00000002732	768	921	698	606	672	776	661	647	600
ENSMUSG00000002733	691	819	646	771	783	1025	903	827	891
ENSMUSG00000002741	3583	3953	3550	2737	3062	3866	3437	3478	3636
ENSMUSG00000002748	3050	2948	3054	2194	2377	3009	2703	2680	2626
ENSMUSG00000002763	966	887	915	683	719	874	798	856	973
ENSMUSG00000002767	875	1049	868	886	937	1140	1030	1095	1178
ENSMUSG00000002768	627	645	658	494	579	705	595	679	789
ENSMUSG00000002769	5	2	6	1	3	6	3	5	2
ENSMUSG00000002771	76	112	99	112	130	126	102	99	119
ENSMUSG00000002778	1437	1617	1516	1564	1741	1979	1779	1890	1657
ENSMUSG00000002781	349	337	335	250	311	325	273	302	304
ENSMUSG00000002791	0	2	0	4	5	3	4	2	2
ENSMUSG00000002797	78	108	80	98	91	123	114	106	84
ENSMUSG00000002799	293	290	240	1354	1429	1736	1317	1515	1521
ENSMUSG00000002803	198	228	184	293	334	373	251	325	314
ENSMUSG00000002804	209	192	185	253	316	372	296	359	317
ENSMUSG00000002808	1221	1217	1131	688	759	880	686	666	692
ENSMUSG00000002812	4432	4853	4602	5188	5855	7312	6971	6975	6985
ENSMUSG00000002814	401	462	410	355	385	486	447	438	476
ENSMUSG00000002820	350	397	378	309	325	411	364	321	390
ENSMUSG00000002825	185	204	192	173	168	211	180	228	201
ENSMUSG00000002831	52	27	47	29	47	53	51	51	47
ENSMUSG00000002833	1178	1319	1222	1315	1347	1709	1469	1580	1686
ENSMUSG00000002835	413	513	427	320	325	455	351	401	444
ENSMUSG00000002844	1903	2005	1863	1840	1972	2569	2445	2608	2583
ENSMUSG00000002845	641	737	667	411	448	479	528	556	564
ENSMUSG00000002846	313	350	266	372	407	526	518	512	534
ENSMUSG00000002847	597	599	653	1478	1598	1940	1878	1904	1880
ENSMUSG00000002870	1008	972	887	602	704	773	747	808	885
ENSMUSG00000002871	297	310	304	316	365	445	381	397	422
ENSMUSG00000002881	689	746	702	730	847	1141	893	790	771
ENSMUSG00000002885	1034	1179	1037	2515	2881	3565	3121	3330	3140
ENSMUSG00000002897	763	1019	756	750	910	1042	862	940	858
ENSMUSG00000002900	3697	5116	3785	4944	5526	6655	5670	5860	5716
ENSMUSG00000002908	174	226	200	120	159	180	156	127	185
ENSMUSG00000002910	147	201	169	147	149	189	160	170	181
ENSMUSG00000002930	0	0	0	0	0	0	0	0	0
ENSMUSG00000002944	38	70	40	169	150	178	230	172	194
ENSMUSG00000002948	1410	1473	1458	1176	1178	1523	1190	1337	1352
ENSMUSG00000002949	817	895	886	826	887	1038	991	1029	970
ENSMUSG00000002957	3135	3260	3075	3214	3363	4107	3758	3743	3662
ENSMUSG00000002963	440	505	445	394	467	454	487	496	499
ENSMUSG00000002968	1021	1180	1089	940	1004	1258	1140	1221	1307
ENSMUSG00000002980	92	67	97	390	394	437	506	530	607
ENSMUSG00000002981	2070	2093	1984	2120	2240	2827	2714	2788	2723
ENSMUSG00000002983	430	422	431	530	494	671	737	735	761
ENSMUSG00000002984	756	730	751	623	599	717	678	805	854
ENSMUSG00000002985	134	80	133	26	23	28	35	35	36
ENSMUSG00000002992	0	0	0	0	0	0	0	0	0
ENSMUSG00000002996	1688	1649	1618	1264	1402	1610	1602	1515	1562
ENSMUSG00000002997	355	466	374	997	1036	1182	1145	980	1073
ENSMUSG00000003031	1023	1071	1019	1412	1567	1581	1511	1537	1578
ENSMUSG00000003032	743	871	872	3681	3827	4798	3984	3918	4238
ENSMUSG00000003033	975	1162	996	1063	1104	1498	1287	1394	1405
ENSMUSG00000003037	1155	1388	1159	1074	1192	1366	1281	1228	1312
ENSMUSG00000003038	248	446	264	654	662	779	651	645	647
ENSMUSG00000003039	1266	1300	1242	1369	1499	1928	1626	1716	1652
ENSMUSG00000003051	0	0	3	1	0	1	1	1	3
ENSMUSG00000003053	0	0	0	0	0	0	0	0	0
ENSMUSG00000003062	233	295	231	343	386	431	437	373	359
ENSMUSG00000003068	2115	2417	2175	2312	2528	3146	2827	3117	3289
ENSMUSG00000003070	82	98	56	93	98	95	69	60	88
ENSMUSG00000003072	3161	3711	3249	4058	4466	5548	5045	5628	5597
ENSMUSG00000003099	919	1038	861	1116	1322	1629	1412	1484	1397
ENSMUSG00000003119	1071	1129	1070	1294	1320	1709	1424	1374	1393
ENSMUSG00000003123	105	105	95	45	56	56	72	54	71
ENSMUSG00000003131	1935	2102	1836	1736	1847	2338	2362	2186	2251
ENSMUSG00000003134	136	126	152	301	350	435	336	358	348
ENSMUSG00000003135	882	969	933	730	736	852	814	802	837
ENSMUSG00000003153	25	7	22	6	2	5	2	5	6
ENSMUSG00000003154	892	882	999	979	1109	1288	1106	1149	1174
ENSMUSG00000003161	855	1099	845	853	957	1178	1072	1018	1080
ENSMUSG00000003166	970	1015	964	814	772	890	848	989	887
ENSMUSG00000003178	372	355	401	392	369	475	359	382	396
ENSMUSG00000003184	366	361	363	358	413	446	441	452	439
ENSMUSG00000003190	43	43	37	25	40	43	44	49	60
ENSMUSG00000003198	75	105	66	107	114	102	100	106	104
ENSMUSG00000003199	930	1070	911	942	968	1193	1217	1182	1304
ENSMUSG00000003200	2492	2507	2456	1390	1515	1759	1738	1923	1875
ENSMUSG00000003206	0	0	0	0	0	0	0	0	0
ENSMUSG00000003208	161	174	146	120	150	178	150	179	183
ENSMUSG00000003226	4689	4394	4234	5031	5647	6497	6555	6032	5648
ENSMUSG00000003227	1	0	0	0	0	0	0	0	0
ENSMUSG00000003228	538	555	543	228	242	294	257	221	233
ENSMUSG00000003233	1718	1609	1766	1380	1459	1738	1558	1604	1751
ENSMUSG00000003234	1006	1097	995	851	863	1068	974	1009	1024
ENSMUSG00000003235	1246	1171	1185	970	1035	1208	975	1125	1111
ENSMUSG00000003269	849	997	829	1240	1324	1629	1470	1480	1583
ENSMUSG00000003271	12	5	7	4	8	14	12	21	8
ENSMUSG00000003273	64	50	56	61	58	65	47	63	64
ENSMUSG00000003279	3	10	3	8	27	30	34	26	32
ENSMUSG00000003282	88	47	76	106	118	153	155	125	153
ENSMUSG00000003283	12	25	22	0	1	1	0	0	0
ENSMUSG00000003299	677	749	687	559	527	657	568	635	663
ENSMUSG00000003308	842	1119	960	688	717	910	816	796	825
ENSMUSG00000003309	0	0	0	0	0	0	0	0	0
ENSMUSG00000003316	6114	6717	6215	6896	7398	8662	7841	7800	7712
ENSMUSG00000003341	1	0	1	0	1	0	1	0	0
ENSMUSG00000003344	895	862	868	1256	1253	1565	1282	1341	1410
ENSMUSG00000003345	3616	4427	3724	5081	5578	6563	5961	6368	6593
ENSMUSG00000003346	1687	1908	1665	1702	1878	2116	1925	1990	1966
ENSMUSG00000003348	192	232	197	270	318	418	360	358	396
ENSMUSG00000003352	1648	1685	1727	1713	1829	2177	1806	1811	1967
ENSMUSG00000003354	45	22	25	4	7	4	7	5	7
ENSMUSG00000003355	296	422	316	354	396	508	419	450	464
ENSMUSG00000003360	3509	3699	3595	3486	3874	5016	4324	4516	4666
ENSMUSG00000003363	2048	2294	2265	2123	2345	2972	2534	2634	2657
ENSMUSG00000003378	549	524	576	312	325	376	321	351	386
ENSMUSG00000003379	4	2	2	3	0	0	1	0	1
ENSMUSG00000003380	3025	4029	3182	3380	3656	4578	3724	4122	3935
ENSMUSG00000003382	553	612	545	600	617	833	700	731	678
ENSMUSG00000003402	1927	2378	2006	2123	2246	2775	2286	2610	2607
ENSMUSG00000003410	1	1	0	0	0	0	0	0	1
ENSMUSG00000003411	1	7	2	3	0	7	3	3	1
ENSMUSG00000003418	2	0	1	0	0	2	0	0	1
ENSMUSG00000003420	1460	1535	1608	1257	1360	1599	1452	1389	1435
ENSMUSG00000003421	537	633	563	640	663	859	829	876	823
ENSMUSG00000003423	383	478	396	529	596	721	613	600	622
ENSMUSG00000003429	6203	6873	5809	7521	8244	10067	9287	9581	9019
ENSMUSG00000003435	3018	3105	3088	2914	3098	3889	3369	3616	3554
ENSMUSG00000003436	4	0	0	1	0	0	0	0	0
ENSMUSG00000003437	902	954	898	865	929	1147	1028	1035	1095
ENSMUSG00000003438	588	578	563	455	534	600	609	653	655
ENSMUSG00000003444	242	271	228	197	256	293	316	283	298
ENSMUSG00000003452	152	150	153	128	158	143	145	103	125
ENSMUSG00000003458	1941	2325	1955	1563	1627	2129	1880	2047	1895
ENSMUSG00000003464	3283	3166	3202	2062	2264	2611	3142	3138	3320
ENSMUSG00000003469	3	0	3	6	10	8	9	6	9
ENSMUSG00000003476	0	1	0	0	0	0	0	0	0
ENSMUSG00000003477	1	0	5	0	0	0	0	0	0
ENSMUSG00000003484	0	3	0	0	0	1	0	0	0
ENSMUSG00000003500	1951	2395	2085	1844	2030	2362	2330	2480	2672
ENSMUSG00000003505	0	0	0	0	0	0	0	0	0
ENSMUSG00000003518	2110	2025	2043	2626	2867	3591	3475	3355	3407
ENSMUSG00000003526	13	10	21	10	11	10	7	14	11
ENSMUSG00000003527	498	553	470	339	404	447	423	428	441
ENSMUSG00000003528	1067	1690	1214	706	845	1077	936	1026	993
ENSMUSG00000003531	398	367	403	227	280	306	237	293	355
ENSMUSG00000003534	2608	2924	2613	3275	3479	3911	4208	4362	4719
ENSMUSG00000003541	556	637	468	446	493	569	435	496	510
ENSMUSG00000003545	27	43	22	19	21	16	22	22	21
ENSMUSG00000003546	515	558	579	630	711	890	678	698	751
ENSMUSG00000003549	393	453	405	641	747	793	697	802	722
ENSMUSG00000003555	1	0	0	1	0	2	2	1	1
ENSMUSG00000003559	16	22	15	84	76	80	85	73	93
ENSMUSG00000003573	514	704	548	584	611	789	569	656	701
ENSMUSG00000003575	1086	1021	1032	705	742	947	801	927	988
ENSMUSG00000003581	283	409	368	334	365	433	392	400	417
ENSMUSG00000003585	138	225	198	377	423	500	401	401	410
ENSMUSG00000003604	189	180	195	233	291	342	266	260	272
ENSMUSG00000003617	809	790	761	888	1089	1123	1385	1265	1346
ENSMUSG00000003623	532	632	514	557	676	785	653	598	612
ENSMUSG00000003644	21	9	21	6	17	14	9	2	3
ENSMUSG00000003657	0	0	0	0	1	0	0	0	0
ENSMUSG00000003660	3664	4285	3775	4056	4266	5424	4803	4854	4631
ENSMUSG00000003662	515	567	527	680	716	891	800	761	729
ENSMUSG00000003665	30	38	28	819	810	1144	783	806	880
ENSMUSG00000003680	244	225	235	245	277	306	265	298	270
ENSMUSG00000003721	1119	1385	1102	1017	1048	1274	1281	1290	1320
ENSMUSG00000003731	2542	2450	2397	2302	2416	3032	2692	2789	2721
ENSMUSG00000003746	285	275	272	220	271	306	236	233	244
ENSMUSG00000003752	320	365	283	308	326	437	363	374	404
ENSMUSG00000003762	257	296	274	192	228	252	219	266	256
ENSMUSG00000003778	926	973	884	602	638	794	814	862	820
ENSMUSG00000003779	212	868	242	404	519	574	589	663	660
ENSMUSG00000003808	1965	2124	1904	1251	1323	1626	1617	1683	1782
ENSMUSG00000003809	393	320	340	496	526	670	580	589	626
ENSMUSG00000003810	3473	3974	3697	3520	3901	4720	4336	4674	4546
ENSMUSG00000003812	454	415	460	344	426	539	458	422	476
ENSMUSG00000003813	1776	2016	1775	961	1028	1291	1303	1436	1351
ENSMUSG00000003814	21161	27244	22249	13213	14673	16959	16102	16614	16870
ENSMUSG00000003824	3	9	4	4	0	2	1	7	7
ENSMUSG00000003847	4786	3786	4765	3672	3910	4720	4526	4349	4411
ENSMUSG00000003848	496	522	455	597	656	760	710	812	767
ENSMUSG00000003849	157	150	166	96	119	117	115	96	125
ENSMUSG00000003863	110	161	133	211	197	266	191	191	169
ENSMUSG00000003865	1548	1478	1648	1873	1917	2281	2297	2525	2450
ENSMUSG00000003868	567	750	612	728	758	1097	940	1054	1085
ENSMUSG00000003872	10	12	10	7	10	17	13	14	21
ENSMUSG00000003873	1566	2072	1538	2390	2525	3521	3047	3430	3230
ENSMUSG00000003882	0	0	0	0	0	0	0	0	0
ENSMUSG00000003923	594	541	535	615	757	794	741	707	700
ENSMUSG00000003929	186	207	161	201	241	244	297	235	270
ENSMUSG00000003934	12	16	12	13	18	26	15	21	15
ENSMUSG00000003948	686	1043	684	1969	2221	2588	2030	2057	1911
ENSMUSG00000003949	9	1	10	1	0	3	4	1	1
ENSMUSG00000003955	1259	1928	1277	706	700	795	930	986	1027
ENSMUSG00000003970	16816	20661	16495	20687	22029	28090	24661	27365	26949
ENSMUSG00000003974	0	0	0	0	0	0	0	0	0
ENSMUSG00000003992	637	581	602	407	436	511	470	525	546
ENSMUSG00000004018	71	85	47	62	69	109	81	90	84
ENSMUSG00000004031	3	0	0	0	0	0	0	0	0
ENSMUSG00000004032	151	171	155	160	185	240	179	188	143
ENSMUSG00000004035	4	5	4	13	11	11	10	14	12
ENSMUSG00000004038	0	0	0	0	0	0	0	0	0
ENSMUSG00000004040	4087	4479	4146	4564	4892	6101	4800	4847	4991
ENSMUSG00000004043	457	543	515	828	930	1176	922	969	912
ENSMUSG00000004044	10771	12173	10635	9081	9875	11978	11940	13133	13487
ENSMUSG00000004054	798	965	883	943	1108	1202	1108	1123	1244
ENSMUSG00000004056	4009	4262	4026	5719	6009	7535	6459	6739	6934
ENSMUSG00000004069	963	1016	960	864	897	1196	1031	1083	1024
ENSMUSG00000004070	425	498	503	483	508	608	532	560	467
ENSMUSG00000004071	820	746	709	808	926	1121	966	1039	995
ENSMUSG00000004085	1161	1644	1243	1973	2017	2602	2182	2255	2000
ENSMUSG00000004096	1306	1272	1272	1077	1223	1539	1415	1410	1347
ENSMUSG00000004098	6216	10369	6965	8888	9372	11602	10583	11605	11350
ENSMUSG00000004099	1386	1425	1265	1053	1045	1347	1247	1294	1340
ENSMUSG00000004100	475	588	470	318	327	449	420	473	558
ENSMUSG00000004105	4048	7376	4158	8198	9319	10865	9423	10136	10107
ENSMUSG00000004110	0	0	0	0	0	0	0	0	0
ENSMUSG00000004113	62	59	46	253	265	327	296	296	258
ENSMUSG00000004127	285	573	318	426	396	584	751	734	651
ENSMUSG00000004151	33	32	24	129	171	174	140	141	135
ENSMUSG00000004187	34	38	53	51	58	73	56	70	43
ENSMUSG00000004207	20974	23472	21914	22011	24132	29681	26842	28494	28826
ENSMUSG00000004221	1119	1010	1024	1345	1334	1595	1382	1430	1467
ENSMUSG00000004231	0	0	0	0	0	0	0	0	0
ENSMUSG00000004233	111	98	100	127	163	158	155	164	137
ENSMUSG00000004263	2879	2987	3109	2648	2930	3549	2958	3074	3063
ENSMUSG00000004264	1936	2117	1857	2131	2256	2814	2625	2779	2963
ENSMUSG00000004266	23	12	10	12	12	20	14	18	13
ENSMUSG00000004267	403	520	413	204	197	223	214	265	286
ENSMUSG00000004268	729	819	689	748	797	1001	951	1052	980
ENSMUSG00000004270	1381	1746	1455	1125	1172	1459	1357	1383	1480
ENSMUSG00000004285	882	986	850	914	1064	1239	1147	1112	1153
ENSMUSG00000004296	0	2	0	0	0	0	0	0	0
ENSMUSG00000004317	3015	3048	3048	7204	7820	8891	8020	7749	7915
ENSMUSG00000004319	420	404	416	829	896	1006	965	961	918
ENSMUSG00000004328	0	0	0	1	1	3	0	0	1
ENSMUSG00000004341	0	0	0	0	0	0	0	0	1
ENSMUSG00000004344	0	1	0	0	0	0	0	0	0
ENSMUSG00000004347	57	67	60	2	0	1	0	1	2
ENSMUSG00000004356	1547	1530	1435	1815	1873	2210	2489	2478	2376
ENSMUSG00000004359	0	0	0	0	0	0	0	0	0
ENSMUSG00000004360	98	84	88	322	358	400	332	321	291
ENSMUSG00000004364	2237	2219	1989	1850	2127	2649	2601	2397	2264
ENSMUSG00000004366	0	0	0	0	0	0	0	0	0
ENSMUSG00000004371	19	31	8	33	45	52	39	50	39
ENSMUSG00000004383	1756	1775	1770	1464	1539	1906	1812	1874	1868
ENSMUSG00000004393	648	653	626	668	640	809	804	911	866
ENSMUSG00000004394	1437	1562	1430	1570	1761	2127	1649	1695	1716
ENSMUSG00000004415	5	6	8	24	25	23	26	25	22
ENSMUSG00000004446	845	661	805	505	552	673	618	616	550
ENSMUSG00000004451	1243	1551	1248	1067	1153	1394	1248	1279	1412
ENSMUSG00000004455	1597	1589	1613	1220	1344	1543	1440	1447	1547
ENSMUSG00000004460	2321	2598	2267	1915	2045	2730	2609	2496	2590
ENSMUSG00000004462	356	405	362	458	458	523	431	452	471
ENSMUSG00000004473	21	25	28	3	12	4	6	4	12
ENSMUSG00000004500	213	235	214	206	211	259	205	218	230
ENSMUSG00000004508	653	756	644	814	878	998	961	977	984
ENSMUSG00000004530	1805	2414	1809	1839	1959	2510	2472	2552	2643
ENSMUSG00000004535	2668	2685	2314	2749	3167	3714	3528	3427	3195
ENSMUSG00000004540	13	19	10	12	25	23	21	20	17
ENSMUSG00000004542	0	0	0	0	0	0	0	0	0
ENSMUSG00000004552	0	0	0	0	0	0	0	0	0
ENSMUSG00000004558	212	176	183	147	135	165	143	157	153
ENSMUSG00000004561	177	182	196	179	172	247	235	260	222
ENSMUSG00000004562	1828	2268	1994	2470	2874	3120	2932	3163	3378
ENSMUSG00000004565	543	498	622	602	653	768	588	614	651
ENSMUSG00000004567	805	867	786	783	874	1008	939	925	876
ENSMUSG00000004568	1022	1103	1051	884	997	1216	1143	1162	1070
ENSMUSG00000004591	1550	1608	1408	1471	1708	1987	1887	1817	1806
ENSMUSG00000004609	3	1	1	2	2	3	0	0	2
ENSMUSG00000004610	714	846	685	793	821	1017	938	1034	1097
ENSMUSG00000004612	0	0	0	0	0	0	0	0	0
ENSMUSG00000004613	0	0	0	0	0	0	0	0	0
ENSMUSG00000004626	42	63	45	55	61	71	53	54	70
ENSMUSG00000004630	2	1	1	0	1	0	1	1	0
ENSMUSG00000004631	865	858	846	705	837	968	927	911	958
ENSMUSG00000004633	126	116	127	272	300	343	243	275	208
ENSMUSG00000004637	253	281	238	209	236	289	236	216	196
ENSMUSG00000004642	351	366	329	243	256	358	367	364	330
ENSMUSG00000004651	0	0	0	0	0	0	0	0	0
ENSMUSG00000004654	0	0	0	0	0	0	0	0	0
ENSMUSG00000004655	259	203	195	1286	1365	1762	1574	1520	1683
ENSMUSG00000004661	51	40	39	52	61	84	59	76	53
ENSMUSG00000004665	6274	7618	6419	6225	6653	7926	10679	10902	11164
ENSMUSG00000004667	1102	1074	1064	1286	1284	1648	1484	1603	1585
ENSMUSG00000004668	9	15	10	3	7	7	5	9	6
ENSMUSG00000004677	2593	3372	2862	3207	3533	4144	3418	3650	3640
ENSMUSG00000004698	27	41	33	310	330	360	383	336	316
ENSMUSG00000004707	0	0	0	0	0	0	0	0	0
ENSMUSG00000004709	0	0	0	0	0	0	0	0	0
ENSMUSG00000004730	0	0	0	0	0	0	0	0	0
ENSMUSG00000004748	99	96	79	83	102	104	81	99	106
ENSMUSG00000004768	605	777	616	444	477	625	515	529	577
ENSMUSG00000004771	1245	1637	1146	1054	1208	1380	1364	1279	1274
ENSMUSG00000004788	1399	1636	1335	1180	1279	1597	1606	1667	1722
ENSMUSG00000004789	2803	3122	2698	2673	2978	3604	3686	3805	3756
ENSMUSG00000004791	332	497	365	302	334	413	337	409	335
ENSMUSG00000004798	1246	1307	1285	1543	1669	1728	1520	1455	1510
ENSMUSG00000004814	0	0	0	0	0	0	0	0	0
ENSMUSG00000004815	163	186	173	168	173	214	152	193	204
ENSMUSG00000004821	0	0	0	0	0	0	0	0	0
ENSMUSG00000004837	1	4	0	0	2	1	1	0	2
ENSMUSG00000004842	0	0	0	1	1	0	1	0	3
ENSMUSG00000004843	839	802	775	965	1027	1258	1207	1164	1035
ENSMUSG00000004846	2569	3604	2829	2621	2751	3655	3048	3052	3289
ENSMUSG00000004849	1536	1859	1591	1510	1630	2018	1779	1878	1990
ENSMUSG00000004864	0	0	0	0	0	0	0	0	0
ENSMUSG00000004865	741	752	783	801	829	1059	904	1017	877
ENSMUSG00000004872	1	0	0	0	4	1	0	1	0
ENSMUSG00000004880	841	1132	818	547	553	681	589	640	600
ENSMUSG00000004885	1277	1420	1167	468	566	645	637	696	631
ENSMUSG00000004891	43894	44553	43070	40983	41784	50395	61532	63590	66632
ENSMUSG00000004892	8	6	5	3	2	1	5	0	3
ENSMUSG00000004894	0	0	0	0	0	0	0	0	0
ENSMUSG00000004895	906	876	971	916	1000	1265	975	994	1132
ENSMUSG00000004896	226	208	210	133	181	205	205	191	203
ENSMUSG00000004897	6293	6179	6034	5190	5480	6488	6236	6497	6827
ENSMUSG00000004902	12	19	14	13	9	5	10	10	13
ENSMUSG00000004929	1376	1360	1309	2189	2311	2700	2460	2803	2978
ENSMUSG00000004931	1142	1382	1165	1179	1225	1471	1303	1302	1468
ENSMUSG00000004933	15	19	27	17	17	30	19	18	21
ENSMUSG00000004934	884	888	941	912	950	1198	1102	1142	1184
ENSMUSG00000004936	1848	2146	1883	1775	1791	2182	2048	1985	2187
ENSMUSG00000004937	2567	2817	2582	2810	3169	3787	3306	3507	3592
ENSMUSG00000004939	93	102	92	64	67	69	77	75	67
ENSMUSG00000004945	866	890	780	566	614	732	842	816	932
ENSMUSG00000004947	496	531	478	554	613	777	570	583	571
ENSMUSG00000004948	0	1	0	0	0	0	0	0	0
ENSMUSG00000004951	2235	2616	2391	10131	11177	13559	11703	12184	12552
ENSMUSG00000004952	381	633	413	677	668	858	650	767	770
ENSMUSG00000004961	0	2	2	3	4	7	3	7	5
ENSMUSG00000004980	7265	7372	6957	7076	8022	10024	10101	10098	10180
ENSMUSG00000004988	7	9	4	5	3	5	9	12	10
ENSMUSG00000004994	283	295	270	219	249	287	246	260	290
ENSMUSG00000004996	358	352	327	194	191	234	218	225	291
ENSMUSG00000005034	1937	2063	1866	2022	2083	2522	2233	2377	2269
ENSMUSG00000005043	259	227	261	208	187	240	202	219	209
ENSMUSG00000005045	64	43	49	39	37	33	24	28	38
ENSMUSG00000005054	1259	1369	1158	1585	1624	2133	1762	1762	1581
ENSMUSG00000005057	114	149	113	168	167	254	194	197	189
ENSMUSG00000005069	1450	1724	1543	1459	1613	2037	1573	1822	1872
ENSMUSG00000005078	445	491	432	390	427	577	508	486	501
ENSMUSG00000005087	2108	2919	1921	10626	11311	13621	12129	11665	11407
ENSMUSG00000005089	1	1	1	1	2	3	0	0	0
ENSMUSG00000005102	395	476	400	443	481	574	539	531	558
ENSMUSG00000005103	4204	5320	4108	4371	4552	6018	6329	6571	6483
ENSMUSG00000005107	12	25	12	29	26	40	12	23	21
ENSMUSG00000005124	13810	13282	13722	3907	4373	5003	5507	5731	5483
ENSMUSG00000005125	3086	3852	3009	950	1030	1115	1210	1332	1477
ENSMUSG00000005131	0	1	3	0	0	0	0	3	1
ENSMUSG00000005142	752	958	798	628	668	841	666	679	679
ENSMUSG00000005148	1373	1359	1254	1324	1355	1750	1774	1854	1938
ENSMUSG00000005150	531	455	508	141	181	189	219	212	266
ENSMUSG00000005161	3033	3427	3087	2985	3363	4146	3848	4000	3651
ENSMUSG00000005198	5124	5030	5432	3643	3948	5345	4919	4974	4766
ENSMUSG00000005202	1	0	1	0	0	0	0	0	0
ENSMUSG00000005204	1437	1544	1479	1101	1221	1525	1445	1563	1482
ENSMUSG00000005220	0	0	0	0	0	0	0	0	2
ENSMUSG00000005225	218	197	195	287	307	357	288	275	266
ENSMUSG00000005232	0	0	0	0	0	0	0	0	0
ENSMUSG00000005233	100	372	126	167	200	237	275	245	223
ENSMUSG00000005237	1	4	5	0	7	10	4	5	8
ENSMUSG00000005251	0	2	0	0	0	0	0	0	0
ENSMUSG00000005262	1104	1078	1079	882	947	1305	1179	1150	1122
ENSMUSG00000005267	95	101	96	112	149	150	114	123	106
ENSMUSG00000005268	0	0	0	0	0	0	0	0	0
ENSMUSG00000005299	1407	1307	1308	682	795	914	808	839	935
